agegroup,group,participant,block,trial,active_bool,handangle_deg,localization_deg,RT_ms
aging,aging_implicit,81,1,49,1,125.463019484614,115.011558737066,8182
aging,aging_implicit,81,1,51,1,24.0726800200541,21.2205507775388,7201
aging,aging_implicit,81,1,52,1,66.1581399329205,58.4902911651177,6594
aging,aging_implicit,81,1,53,1,108.926556538471,93.2380171606432,5511
aging,aging_implicit,81,1,54,1,118.864087806139,102.574299363585,5179
aging,aging_implicit,81,1,55,1,111.915065617899,94.8301458678675,5409
aging,aging_implicit,81,1,57,1,109.761361365638,93.802230085119,6107
aging,aging_implicit,81,1,60,1,100.709762398724,89.7616525866743,7358
aging,aging_implicit,81,2,119,1,127.003981079575,117.754950564203,5857
aging,aging_implicit,81,2,120,1,53.3871939749229,39.438863042805,5849
aging,aging_implicit,81,2,121,1,90.8704228106197,80.9734799930937,6753
aging,aging_implicit,81,2,122,1,129.959090306505,121.270433423825,4741
aging,aging_implicit,81,2,123,1,56.6195346699973,44.5697177811479,4539
aging,aging_implicit,81,2,124,1,134.255923261271,125.711757713638,4816
aging,aging_implicit,81,2,125,1,52.1482796205327,37.3274922330216,5137
aging,aging_implicit,81,2,126,1,98.4848991900123,88.6869460048506,4457
aging,aging_implicit,81,2,127,1,58.0180778888357,46.3156215194387,4722
aging,aging_implicit,81,2,128,1,145.696273749089,133.853114918661,5116
aging,aging_implicit,81,2,129,1,113.736270750632,96.4462524381165,4680
aging,aging_implicit,81,2,130,1,89.493510124338,79.6626168123742,4506
aging,aging_implicit,81,2,131,1,65.3548388298944,57.3496960266187,4699
aging,aging_implicit,81,2,132,1,140.267028402209,130.22349349436,4390
aging,aging_implicit,81,2,133,1,63.3178309637789,54.6046173896478,4674
aging,aging_implicit,81,2,134,1,139.183086400132,127.942570089213,4769
aging,aging_implicit,81,2,135,1,114.780623212415,97.3487839793307,4269
aging,aging_implicit,81,3,191,1,99.0648281004752,88.2329347470399,5929
aging,aging_implicit,81,3,192,1,44.9949790753662,26.4739978722124,5809
aging,aging_implicit,81,3,193,1,80.8108749247833,68.8531273640237,4581
aging,aging_implicit,81,3,194,1,63.7334488608455,54.9316696684532,3535
aging,aging_implicit,81,3,195,1,127.578587592173,115.637618874511,3769
aging,aging_implicit,81,3,196,1,99.4102697851716,89.2655434904725,3471
aging,aging_implicit,81,3,197,1,125.852163909864,115.015925063191,3891
aging,aging_implicit,81,3,198,1,62.5696409857188,53.5577252032568,3699
aging,aging_implicit,81,3,199,1,129.580919928436,119.272174389764,3809
aging,aging_implicit,81,3,200,1,51.8959603451813,38.3014459629071,5001
aging,aging_implicit,81,3,201,1,96.3038502121366,84.491007836381,3627
aging,aging_implicit,81,3,202,1,132.230327341622,121.682780098943,4399
aging,aging_implicit,81,3,203,1,44.7766205268023,26.3540676576848,4058
aging,aging_implicit,81,3,204,1,90.541932497638,79.5464751891231,4272
aging,aging_implicit,81,3,205,1,90.9657691908277,81.617062562117,4764
aging,aging_implicit,81,3,206,1,124.10119210287,111.220141076599,3849
aging,aging_implicit,81,3,207,1,42.6610523486735,23.8075064475469,5014
aging,aging_implicit,81,4,262,1,104.139214246301,91.5534457297648,7384
aging,aging_implicit,81,4,263,1,116.56972819266,99.676298907787,4917
aging,aging_implicit,81,4,264,1,57.0265089903402,45.7109279224476,5105
aging,aging_implicit,81,4,265,1,115.292077377693,98.0427493486738,6399
aging,aging_implicit,81,4,266,1,60.6899345743706,50.5936393035482,4641
aging,aging_implicit,81,4,267,1,90.1842757460235,79.8523188709672,4282
aging,aging_implicit,81,4,268,1,118.945280107787,103.192144514882,4021
aging,aging_implicit,81,4,269,1,43.3475791282929,24.4659194365006,4643
aging,aging_implicit,81,4,270,1,121.811023641442,108.375801265131,3965
aging,aging_implicit,81,4,271,1,65.2146188155496,56.6055110951127,3936
aging,aging_implicit,81,4,272,1,108.701260556916,93.5939207018245,4223
aging,aging_implicit,81,4,273,1,117.505888162412,101.03483853863,3880
aging,aging_implicit,81,4,274,1,62.1286194025239,53.5778526121198,3754
aging,aging_implicit,81,4,275,1,127.676054690529,117.425725755056,4135
aging,aging_implicit,81,4,276,1,92.0927858404028,82.5073716397381,3870
aging,aging_implicit,81,4,277,1,45.5817222807563,27.8212975062048,3866
aging,aging_implicit,81,4,278,1,96.0425886864824,87.2339027158776,4144
aging,aging_implicit,81,4,279,1,117.730303605234,101.362590413626,4054
aging,aging_implicit,81,1,76,0,129.976462516142,121.999038311475,4240
aging,aging_implicit,81,1,77,0,112.758063482208,96.2861336756894,4017
aging,aging_implicit,81,1,78,0,23.1617162789496,27.4753384259986,4154
aging,aging_implicit,81,1,79,0,62.8187223230556,53.3992479800346,4142
aging,aging_implicit,81,1,80,0,108.260264686557,94.1009697172341,3964
aging,aging_implicit,81,1,81,0,119.698303970497,104.69129572347,3446
aging,aging_implicit,81,1,82,0,109.433184543714,94.3982089450576,3248
aging,aging_implicit,81,1,84,0,110.715441870684,95.0766672459453,3008
aging,aging_implicit,81,1,85,0,49.2114009002336,32.6666325855267,3608
aging,aging_implicit,81,1,86,0,135.879396685276,127.648045128132,3080
aging,aging_implicit,81,1,87,0,99.0978921351554,88.893229425022,3441
aging,aging_implicit,81,1,88,0,113.651603220769,97.1559786053633,3308
aging,aging_implicit,81,1,89,0,54.8569331059118,42.0224324468573,3337
aging,aging_implicit,81,1,90,0,68.8210436806906,62.8525918714782,3489
aging,aging_implicit,81,2,146,0,127.851772650721,117.975163744886,3992
aging,aging_implicit,81,2,147,0,51.5526030283743,37.1991482613238,3580
aging,aging_implicit,81,2,148,0,90.4902828459382,81.313600058237,3786
aging,aging_implicit,81,2,149,0,130.151682309528,121.888443894756,3194
aging,aging_implicit,81,2,150,0,55.1516983922053,42.9704161814193,3229
aging,aging_implicit,81,2,151,0,135.657042814343,126.068769019268,3389
aging,aging_implicit,81,2,152,0,50.9174398572319,36.8232307374126,3481
aging,aging_implicit,81,2,153,0,97.1810925469018,87.4247736016198,3611
aging,aging_implicit,81,2,154,0,57.8110676478476,47.7111766130282,4163
aging,aging_implicit,81,2,155,0,145.357462832362,137.761472835245,3677
aging,aging_implicit,81,2,156,0,112.074298147224,95.8200828611278,3497
aging,aging_implicit,81,2,157,0,89.6862356675587,80.154662225448,3201
aging,aging_implicit,81,2,158,0,63.0768716061744,54.4582470369603,3149
aging,aging_implicit,81,2,159,0,139.771982841335,129.776846353752,3009
aging,aging_implicit,81,2,160,0,61.2695847077754,50.9481430383931,3769
aging,aging_implicit,81,2,161,0,138.14645998317,128.44104554962,3079
aging,aging_implicit,81,2,162,0,111.987261687431,96.0823815807756,3514
aging,aging_implicit,81,3,217,0,116.628469819274,99.9407620368057,6351
aging,aging_implicit,81,3,218,0,97.7675862120185,87.9131477404524,4314
aging,aging_implicit,81,3,219,0,45.0202582906635,26.5407955391805,3238
aging,aging_implicit,81,3,220,0,80.1121300789194,74.7912835520403,3544
